effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,country,outcome
fixed,worry_economic,0.0711021477673263,0.017601552407633253,4.039538452102184,302.52798052313887,6.79579398432562e-5,0.036465172070073465,0.10573912346457914,Nepal,Stress
fixed,worry_basic_needs,0.06278642812958064,0.03374238493886159,1.8607584568590647,293.79142054913956,0.06377719209025542,-0.0036209968128945447,0.12919385307205583,Nepal,Stress
fixed,worry_social,0.0011235609769097202,0.02149548697987996,0.0522696218960467,300.8573583172386,0.9583485464015243,-0.04117698433870507,0.043424106292524516,Nepal,Stress
fixed,worry_safety_stigma,-0.036465900689514094,0.04435531772363043,-0.8221314277743698,302.9405808803231,0.41164869696750606,-0.12374943242087268,0.05081763104184449,Nepal,Stress
fixed,livelihood_disruption,0.0071702130940540605,0.02067267486635006,0.34684496033579926,302.67232486199964,0.7289488197706913,-0.03351015127818289,0.047850577466291004,Nepal,Stress
fixed,(Intercept),0.7990068157313059,0.5383340358855087,1.4842212501333214,155.00665131012775,0.1397808778599021,-0.26441095194830266,1.8624245834109145,Vietnam,Depression
fixed,age,-0.012524629329168218,0.005920398654458933,-2.1155043874850095,274.99377606396524,0.035286061132097125,-0.024179692292828105,-8.695663655083289e-4,Vietnam,Depression
fixed,female,0.08387417401628078,0.143512526573984,0.5844380000727094,262.1110354821576,0.5594283523817731,-0.1987100052062662,0.36645835323882775,Vietnam,Depression
fixed,ethnicity_minority,0.0932660314922076,0.15371132284252612,0.606760970938729,290.35609131857484,0.5444836867770837,-0.20926364178339946,0.3957957047678146,Vietnam,Depression
fixed,education,0.07230638602299018,0.058987858636205134,1.22578421550991,161.91034047345184,0.22205983108949726,-0.04417835502794083,0.1887911270739212,Vietnam,Depression
fixed,employmentPart-time/casual,0.11998403983776394,0.13327484185365357,0.9002752370137195,290.43833214288355,0.3687196528848359,-0.142322899119735,0.3822909787952629,Vietnam,Depression
fixed,employmentStudent,0.7091945394022106,0.29324874569785003,2.418406045401919,289.88168575737143,0.016204882106847774,0.13202785281755036,1.2863612259868709,Vietnam,Depression
fixed,employmentNot working,0.08663608622032978,0.15786527195723427,0.5487976243679453,288.65709985083276,0.5835685718518471,-0.22407691008477923,0.39734908252543877,Vietnam,Depression
fixed,comorbidity,0.3489060411320553,0.10494212696698725,3.3247471841485963,290.97886509949035,9.983721807596219e-4,0.1423641780712586,0.5554479041928521,Vietnam,Depression
fixed,gen_health,-0.24508407365130103,0.08219630797475545,-2.981691996756989,289.15094588703806,0.0031105573159894827,-0.40686302084770776,-0.0833051264548943,Vietnam,Depression
fixed,perceived_risk,0.014495107733890915,0.010767032495718505,1.3462490932069606,288.52561834585424,0.17927891118482142,-0.006696781432108662,0.035686996899890494,Vietnam,Depression
fixed,risk_self,-0.017694554588958203,0.10040919991415433,-0.17622443565018253,290.8758096208528,0.8602402510966969,-0.21531522899648903,0.1799261198185726,Vietnam,Depression
fixed,health_trust,-0.03483346407922989,0.038324477691326596,-0.9089090361461919,287.7879896891429,0.36415867148711734,-0.11026528357161866,0.04059835541315888,Vietnam,Depression
fixed,worry_health_fear,-0.09275221731349768,0.03843908536893661,-2.4129662925968733,289.2330891655953,0.016445192597592334,-0.16840801612797562,-0.017096418499019758,Vietnam,Depression
fixed,worry_economic,0.011502863999380336,0.029454837112686285,0.3905254663393137,288.68544471352453,0.6964360450728315,-0.04647060159134372,0.06947632959010439,Vietnam,Depression
fixed,worry_basic_needs,0.04587176131481219,0.05929190135425172,0.7736598130112554,289.1510611014488,0.439764038649074,-0.0708266841341774,0.1625702067638018,Vietnam,Depression
fixed,worry_social,0.10425845570944672,0.03386252186111425,3.0788745190644256,290.7960760072385,0.0022762600491338476,0.03761175322739786,0.1709051581914956,Vietnam,Depression
