effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,model,outcome
fixed,support_community,0.14044003998040416,0.09867115779307763,1.423313996932312,851.3290389194749,0.15501150956146084,-0.05322721242852216,0.33410729238933046,M4b,Depression
fixed,support_government,-0.08720685907520345,0.06619872800482413,-1.3173494673318857,855.8859941743626,0.18807405720979212,-0.21713772106659315,0.04272400291618625,M4b,Depression
fixed,help_close,-0.09162803803012237,0.06622462108626878,-1.3835947496137628,856.9096947486493,0.16684288690141907,-0.22160950150299727,0.038353425442752526,M4b,Depression
fixed,help_community,0.006889612386678775,0.07251329457712427,0.09501171373962419,856.482210722699,0.9243277465604447,-0.13543495889276835,0.14921418366612588,M4b,Depression
fixed,help_government,0.06517935350745488,0.07183005108375841,0.9074106522832847,854.4629014777859,0.3644455105790444,-0.07580466155071883,0.20616336856562859,M4b,Depression
fixed,helpseeking_formal,0.10718529653119817,0.0593068593521049,1.8073001622769962,856.2896036287191,0.0710663401980116,-0.009218544546392607,0.22358913760878896,M4b,Depression
fixed,helpseeking_self,-0.001771537916522783,0.029623739871541148,-0.059801291943717715,854.9510665539264,0.9523278718428454,-0.0599153139894129,0.05637223815636733,M4b,Depression
fixed,media_trust,-0.002692821798251571,0.0025715498511783086,-1.0471590885230921,855.6333994585026,0.2953219212457064,-0.007740106520612135,0.0023544629241089928,M4b,Depression
fixed,(Intercept),0.010445331025450118,0.14740648421800837,0.0708607296406438,7.801982487563883,0.9452912100050372,-0.3309822016050084,0.3518728636559087,M0,Anxiety
fixed,countryNepal,0.09647553166867846,0.1852093661302128,0.5208998534169738,8.548953234192648,0.6156575168479501,-0.3258911155258762,0.5188421788632331,M0,Anxiety
fixed,countryVietnam,-0.16319520991870554,0.19882597530522655,-0.820794212970299,8.4103398230424,0.434410235639464,-0.6178239851486631,0.291433565311252,M0,Anxiety
fixed,(Intercept),1.0731885901729852,0.3053794677274036,3.514278802564961,145.9999578379113,5.87473947108441e-4,0.4696532046712727,1.6767239756746977,M1,Anxiety
fixed,countryNepal,-0.13706919110852414,0.1769328467474601,-0.7746961269671189,8.808204586225557,0.4588092138380728,-0.5386515658913953,0.26451318367434695,M1,Anxiety
fixed,countryVietnam,-0.4067002909387238,0.19457782031289353,-2.0901677811208073,9.702889060515886,0.06395158174578153,-0.8420529312429101,0.02865234936546257,M1,Anxiety
fixed,age,-0.010017302588357457,0.002830542999074894,-3.5390038560203503,1026.0061286222628,4.1963733628390653e-4,-0.015571617134878583,-0.004462988041836331,M1,Anxiety
fixed,female,0.11994479149174907,0.0653278682785307,1.836043248500849,1034.4640430870058,0.0666381273937348,-0.008245462263669998,0.24813504524716812,M1,Anxiety
