term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,sensitivity,effect
perceived_risk,0.023766281386266314,0.008991425878878422,2.6432160712234984,0.033448613685417995,0.002479014581506081,0.04505354819102655,6.958193775466536,Anxiety,Aggregate worry,NA
risk_self,0.10722779091547008,0.051611462864686014,2.0775964284639237,0.06657330720798851,-0.008975320625688316,0.22343090245662847,9.28832400859524,Anxiety,Aggregate worry,NA
health_trust,0.016665816400471045,0.030009721238835843,0.5553472579046708,0.592821492645154,-0.05171734407843076,0.08504897687937285,8.590544771323689,Anxiety,Aggregate worry,NA
worry_total,0.038058597043441944,0.004688963668121293,8.116632957126479,6.953720009608865e-5,0.0270422982812266,0.049074895805657284,7.230790000405704,Anxiety,Aggregate worry,NA
livelihood_disruption,0.011989472679587124,0.014866682188481304,0.8064659301640658,0.4453124548605475,-0.022836625744010276,0.046815571103184524,7.3406503738235385,Anxiety,Aggregate worry,NA
(Intercept),0.11969983475063138,0.4582587078116192,0.26120580517116443,0.8010063236215988,-0.9507188618560448,1.1901185313573075,7.452308427840006,Stress,Aggregate worry,NA
countryNepal,-0.2591049199572605,0.16339279674063314,-1.5857793313162947,0.1653854093717445,-0.6618911539928434,0.14368131407832246,5.822192624313483,Stress,Aggregate worry,NA
countryVietnam,-0.13784534501617887,0.18711893124128437,-0.7366723618062533,0.49102270570731577,-0.6037838941296191,0.3280932040972614,5.5986620471218105,Stress,Aggregate worry,NA
age,-0.009163759523553732,0.0034308976704647215,-2.6709509882620557,0.024369863123193912,-0.01685848555285417,-0.0014690334942532917,9.5404327556172,Stress,Aggregate worry,NA
female,0.1321093477005816,0.08250996458895571,1.6011320373086788,0.1436922356937803,-0.05444045016308674,0.31865914556424996,9.031985113043874,Stress,Aggregate worry,NA
ethnicity_minority,-0.07178503131306814,0.07386982319186382,-0.9717774892545661,0.3650952233998319,-0.24825262317947017,0.10468256055333387,6.665426402841652,Stress,Aggregate worry,NA
education,0.04539950004904169,0.05002703643308735,0.9074992901041594,0.38604084130157734,-0.06646930955626884,0.1572683096543522,9.741883865217973,Stress,Aggregate worry,NA
employmentPart-time/casual,-0.09628628934474893,0.07736914583521685,-1.2445050065541938,0.24491009756304427,-0.27145150856274863,0.07887892987325075,8.951702082746461,Stress,Aggregate worry,NA
employmentStudent,0.21460423171149157,0.13946853469581194,1.5387286614830682,0.16662353224622684,-0.11340483100973814,0.5426132944327213,7.192581590386946,Stress,Aggregate worry,NA
employmentNot working,-0.11090717844838108,0.08300486221145073,-1.3361527926623213,0.2186772922182699,-0.302713179623503,0.08089882272674087,7.906096473842318,Stress,Aggregate worry,NA
comorbidity,0.28418801471841476,0.07206023027025513,3.94375668316066,0.0031911949150096233,0.12191616317122439,0.44645986626560513,9.27729831165396,Stress,Aggregate worry,NA
gen_health,-0.10006022133440369,0.04679952000699462,-2.1380608459114274,0.06230864066907981,-0.2065198466683844,0.006399403999577044,8.683181222170303,Stress,Aggregate worry,NA
perceived_risk,0.01855417458304917,0.005996525395675511,3.094154257468801,0.017597398988547702,0.004357356667981413,0.03275099249811693,6.958193775466536,Stress,Aggregate worry,NA
